Sentence,Emotion
"Before the rich man had come to the village the girl's mother would take the girl on her
knee and tell her stories.",
Now the mother never really had time to talk to her daughter.,
"The
daughter had not heard story from her mom for a long, long time.",
She missed these stories.,6
She had not talked to her mother for such a long time.,6
The girl felt pity for her mom.,6
She knew that her mother was tired.,6
"But secretly she really wanted to hear a story from
her.",
Also she had a lot of questions to ask.,
"The mother had made plans to send the girl
away to school to study and get an education.",
She wondered why.,7
"She wanted to know and
she asked her mother many times.",
"One day when her mom was not feeling well and could not go to work, she called her
daughter.",
"She sat beside her mother and the mother told a story to the daughter about two
birds.",
"The mom said, ""Once upon a time there were two brother birds that lived in a nest.",
They couldn't fly well yet.,6
One day their mom went to look for food for them.,
A storm came.,
The wind blew hard.,
"It blew so hard that the young birds were thrown from
the nest and they were separated.",6
One bird blew to the another country.,
"There a gentleman caught him and looked after him
very well.",
"He grew up to be well education, gentle and kind.",
He had a good life.,4
The other bird blew to the ground.,
There a bad man caught him and forced him to work.,
The second bird grew up to be like the mean man.,2
"He became a bad bird.""",2
"Now she understood her mom's story and she could see that her mother loved her enough
to send her away so that she might have a better life.",4
She promised her mom that when she grew up she would leave and get an education and be a good girl.,4
"She promised her that she would return and take her mother away to a
better place.",4
"Her mother hugged her and told the girl that she was proud of her and that she was 4
to hear her promise.",4
"When the girl grew up she did leave her mother and went away to
study.",
She kept her promises to her mother and they live happily ever after.,4
"A long time ago, in a big beautiful forest there lived many animals.",4
"The animals in the forest
were 4 and they lived a wonderful life.",4
"One reason that the animals were 4 was
because in the forest there also lived a little princess.",4
"The little princess had long curly,
blonde hair.",
Do you know what her name was?,
"It might surprise you but her name was
Marina!",7
"Yes, Marina, a beautiful name for a beautiful little princess.",4
Every morning she would go to the park near the river to play with her friends.,4
"Mrs. Rabbit,
Mr.Skunk and the very young deer were her best friends.",4
One day they were playing together.,
"They were having so much fun that they lost track of
the time.",4
The sun went down and it became dark.,3
"The little animals were afraid to go home
alone.",3
Princess Marina had an idea.,7
"She said, ""Why don't you all come to my Grandpa's home with
me.",
"Grandpa doesn't mind it when I bring my friends to his place.""",
When Marina and her friends arrived at her grandpa's house her invited them in.,
"He gave
them all the treats that they could eat.",
After they ate they all played games.,
"After a time Grandpa in a deep loud voice said, ""It's time for bed now.""",
"Grandpa gathered
all the friends around and told them a bedtime story.",
Before long everyone was fast asleep.,
In the morning it was safe for the animals to go home.,
"Everyday Marina and her friends still play but now they make sure that they go home before
it gets dark.",
Many years ago dinosaurs were the largest creatures on earth.,
"Some were very large and
others small.",
They also came in many different colors.,
"Behind the fiery mountains was a
valley in which the dinosaurs spent the day.",
One sunny day the dinosaurs were playing a game of soccer.,4
"A new dinosaur that the other
dinosaurs had not seen before came walking by.",
"He stopped and watched and then he
asked, "" Could I play too?""",
All of the other dinosaurs looked at him.,
"Together in one giant voice they said "" NO!""",2
The reason they had said no to him was because he looked different than the others.,
"He
had a long neck and he was green.",
"None of them had ever heard of or seen a long necked,
green dinosaur.",
"The new dinosaur was very 6 because everyone said no to him and they even called him
'Greeny'.",6
His feelings were hurt.,6
Slowly he sat down and 6ly watched the others play.Time went by and then suddenly they all stopped playing soccer and they all looked up.,7
"One
of the dinosaurs had kicked their only ball into a tree.",
"The ball was too high for them to
reach.",
"But it was not too high for the long necked, green dinosaur.",
"He walked over and said to the
other dinosaurs, ""If I can get your ball down will you let me play with you?""",
"The other
dinosaurs decided that it was a good idea.",4
"The long necked, green dinosaur reached up with
his long neck and he easily got the ball down.",
Once again they began playing again.,4
They had a great time playing soccer.,4
"The other
dinosaurs said they were sorry for not letting him play with them and calling him names.",6
They had all learned a lesson that day.,
"Even though others may look different we should
accept them.",
We all have something special about us.,4
"The lonely dinosaur now had many friends and they played in the valley for many more
years.",4
